record_id,owner_id,taxpayer_type,owner_name,tin,mailing_address,mailing_city,mailing_province,property_id,pin,tax_declaration_no,province,city_municipality,barangay,property_address,property_type,class_code,zoning_classification,land_use,lot_number,unit_no,lot_area_sqm,market_value,assessment_level,assessed_value,tax_rate,tax_amount,assessment_year,due_date,years_as_owner,prior_assessments,prior_late_payments,prior_unpaid_payments,avg_previous_delay_days,outstanding_balance,payment_compliance_score,is_late_payment
344,1561,Individual,Rommel C. Serrano,661-083-627-000,"198 Lanang Road, Biao Joaquin, City of Davao",City of Davao,Davao Del Sur,172,11-000-000-000172,TD-11-2024-000172,Davao Del Sur,City of Davao,Tungakalan,"972 Catalunan Grande Road, Tungakalan, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00172,N/A,144,1333281.84,0.2,266656.37,0.0136,3626.53,2024,2024-03-31,15,8,3,1,49.1,2497.37,46.85,0
4131,1476,Company,Rizal Agri Ventures Enterprises,576-828-032-000,"396 J.P. Laurel Ave, Megkawayan, City of Davao",City of Davao,Davao Del Sur,2066,11-000-000-002066,TD-11-2024-002066,Davao Del Sur,City of Davao,Dumoy,"886 Catalunan Grande Road, Dumoy, City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-02066,N/A,360,4018226.65,0.5,2009113.32,0.0184,36967.69,2022,2022-03-31,17,8,2,1,45.1,24470.55,41.23,1
3520,1747,Individual,Hazel S. Soriano,847-641-929-000,"280 R. Castillo St, Paradise Embak, City of Davao",City of Davao,Davao Del Sur,1760,11-000-000-001760,TD-11-2024-001760,Davao Del Sur,City of Davao,Tigatto,"720 Lacson St, Tigatto, City of Davao",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-01760,N/A,4227,3842528.54,0.4,1537011.42,0.0134,20595.95,2023,2023-12-31,7,6,1,1,36.3,11601.6,49.94,0
435,757,Individual,Jerome Q. Tolentino,857-671-999-000,"361 Bajada Road, Barangay 37-D (Pob.), City of Davao",City of Davao,Davao Del Sur,218,11-000-000-000218,TD-11-2024-000218,Davao De Oro,Pantukan,Araibo,"Lot 191, Purok 10, Araibo, Pantukan",Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,LOT-00218,N/A,746,3381314.63,0.2,676262.93,0.0108,7303.64,2021,2021-12-31,3,3,0,0,0.0,1461.56,92.86,0
1904,1802,Individual,Maria M. Pascual,902-806-314-000," 837 Bajada Road, Tacub, Kiblawan  ",Kiblawan,Davao Del Sur,952,11-000-000-000952,TD-11-2024-000952,Davao Del Norte,SANTO TOMAS,Lungaog,"896 Diversion Road, Lungaog, Santo Tomas",Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,LOT-00952,N/A,199,2789732.16,0.45,1255379.47,0.0158,19835.0,2024,2024-03-31,10,8,2,1,53.6,10054.96,52.79,0
98,1880,Individual,Dominic S. Ramos,980-040-860-000,"904 Torres St, Nanyo, City of Panabo",City of Panabo,Davao Del Norte,49,11-000-000-000049,TD-11-2024-000049,Davao Occidental,Jose Abad Santos,Camalian,"427 Bajada Road, Camalian, Jose Abad Santos",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00049,N/A,206,1161107.86,0.2,232221.57,0.0127,2949.21,2024,2024-06-30,17,8,2,1,39.4,1948.06,61.19,0
2663,1964,Individual,Bianca N. Reyes,064-292-448-000,"468 J.P. Laurel Ave, Camansi, City of Davao",City of Davao,Davao Del Sur,1332,11-000-000-001332,TD-11-2024-001332,Davao Del Sur,City of Davao,Ubalde,"351 Cabaguio Ave, Ubalde, City of Davao",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-01332,N/A,3316,7621763.12,0.4,3048705.25,0.0114,34755.24,2021,2021-06-30,3,4,1,1,48.3,19357.82,44.18,1
2070,1090,Company,Lanang Agri Ventures Enterprises,190-670-330-000,"849 Agdao Road, Labon, Sulop",Sulop,Davao Del Sur,1035,11-000-000-001035,TD-11-2024-001035,Davao Del Sur,City of Davao,Barangay 27-C (Pob.),"386 Bonifacio St, Barangay 27-C (Pob.), City of Davao",Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,LOT-01035,N/A,1647,20212075.2,0.5,10106037.6,0.0145,146537.55,2024,2024-12-31,18,8,1,1,31.1,69254.42,65.35,0
1538,1786,Individual,Rafael N. Natividad,886-758-202-000,"223 J.P. Laurel Ave, Talomo River, City of Davao",City of Davao,Davao Del Sur,769,11-000-000-000769,TD-11-2024-000769,Davao De Oro,Mabini,Pangibiran,"415 Quimpo Blvd, Pangibiran, Mabini",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00769,N/A,166,966736.97,0.2,193347.39,0.0109,2107.49,2022,2022-12-31,17,8,4,1,76.5,1775.07,21.27,1
2518,1286,Individual,Adrian U. Galang,386-258-702-000,"813 Buhangin Road, Camansi, City of Davao",City of Davao,Davao Del Sur,1259,11-000-000-001259,TD-11-2024-001259,Davao Occidental,Don Marcelino,Kinanga,"675 Quimpo Blvd, Kinanga, Don Marcelino",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01259,N/A,153,893975.29,0.2,178795.06,0.0131,2342.22,2022,2022-06-30,11,8,2,1,45.3,1509.57,40.51,0
4775,526,Individual,Noel N. Mercado,626-978-382-000,"816 J.P. Laurel Ave, Baguio (Pob.), City of Davao",City of Davao,Davao Del Sur,2388,11-000-000-002388,TD-11-2024-002388,Davao Del Sur,City of Davao,Bangkas Heights,"736 Matina Aplaya Road, Bangkas Heights, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02388,N/A,111,1061956.86,0.2,212391.37,0.0135,2867.28,2021,2021-06-30,2,2,1,1,55.7,1487.21,49.77,1
1518,312,Company,Samal Farms LLC,412-336-884-000,"694 Agdao Road, Bangkas Heights, City of Davao",City of Davao,Davao Del Sur,759,11-000-000-000759,TD-11-2024-000759,Davao Del Sur,Santa Cruz,Coronon,"105 R. Castillo St, Coronon, Santa Cruz",Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,LOT-00759,N/A,1135,7143690.3,0.5,3571845.15,0.0157,56077.97,2022,2022-06-30,3,3,1,0,17.2,18562.74,82.75,0
966,428,Individual,Jessa L. Fernandez,528-684-696-000,"815 Matina Aplaya Road, Mahanub, Baganga",Baganga,Davao Oriental,483,11-000-000-000483,TD-11-2024-000483,Davao Del Sur,City of Davao,Barangay 1-A (Pob.),"820 Catalunan Grande Road, Barangay 1-A (Pob.), City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00483,N/A,174,1242730.22,0.2,248546.04,0.0114,2833.42,2024,2024/12/31,10,8,2,1,37.9,1767.12,62.11,0
529,658,Individual,Lea L. Natividad,758-374-306-000,"663 Diversion Road, Culian, City of Mati",City of Mati,Davao Oriental,265,11-000-000-000265,TD-11-2024-000265,Davao Del Sur,City of Davao,Camansi,"Unit 05D, Apo View Residences, Camansi, City of Davao",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-00265,Unit 05D,107,1569965.84,0.25,392491.46,0.0143,5612.63,2021,2021-09-30,9,8,1,1,34.0,2910.17,63.14,0
177,654,Individual,Mary Grace T. Bautista,754-362-278-000,"652 McArthur Highway, Casig-Ang, Santo Tomas",Santo Tomas,Davao Del Norte,89,11-000-000-000089,TD-11-2024-000089,Davao Oriental,San Isidro,Talisay,"724 Agdao Road, Talisay, San Isidro",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00089,N/A,229,1080911.81,0.2,216182.36,0.0114,2464.48,2021,2021-09-30,3,3,1,0,28.7,247.24,68.84,0
2471,563,Company,Apo Industrial Park Corp.,663-089-641-000,"967 Agdao Road, Gumitan, City of Davao",City of Davao,Davao Del Sur,1236,11-000-000-001236,TD-11-2024-001236,Davao Oriental,City of Mati,Don Martin Marundan,"465 Matina Aplaya Road, Don Martin Marundan, City of Mati",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01236,N/A,268,1877009.58,0.2,375401.92,0.0133,4992.85,2021,2021-06-30,1,1,0,0,0.0,372.79,90.01,0
4574,856,Individual,Kristine I. Aquino,956-968-692-000,"906 Bajada Road, Pandaitan, City of Davao",City of Davao,Davao Del Sur,2287,11-000-000-002287,TD-11-2024-002287,Davao Del Sur,Sulop,Balasinon,"79 Buhangin Road, Balasinon, Sulop",Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,LOT-02287,N/A,757,5191738.81,0.5,2595869.4,0.0165,42831.85,2023,2023-09-30,16,8,5,1,70.2,44417.44,5.0,1
4902,997,Individual,Althea V. Luna,097-391-679-000,"325 Diversion Road, Tinongtongan, Bansalan",Bansalan,Davao Del Sur,2451,11-000-000-002451,TD-11-2024-002451,Davao Del Norte,City of Panabo,Little Panay,"364 Lacson St, Little Panay, City of Panabo",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02451,N/A,73,600292.23,0.2,120058.45,0.0134,1608.78,2024,2024-12-31,5,6,1,1,44.5,949.95,54.28,0
4541,346,Individual,Paolo U. Abad,446-438-122-000,"93 Lacson St, Sibulan, City of Davao",City of Davao,Davao Del Sur,2271,11-000-000-002271,TD-11-2024-002271,Davao Del Norte,City of Tagum,Bincungan,"742 Quimpo Blvd, Bincungan, City of Tagum",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-02271,N/A,769,1041706.94,0.4,416682.78,0.0123,5125.2,2021,2021-03-31,16,8,2,0,15.1,1890.51,78.2,0
573,1592,Individual,Pauline D. Domingo,692-176-844-000,"321 Agdao Road, Talandang, City of Davao",City of Davao,Davao Del Sur,287,11-000-000-000287,TD-11-2024-000287,Davao Del Sur,Magsaysay,Malongon,"Lot 165, Purok 1, Malongon, Magsaysay",Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,LOT-00287,N/A,161,307989.76,0.2,61597.95,0.0121,745.34,2023,2023-09-30,11,8,2,1,56.7,526.06,48.46,0
3945,502,Company,Samal Holdings LLC,602-906-214-000,"765 Cabaguio Ave, Barangay 26-C (Pob.), City of Davao",City of Davao,Davao Del Sur,1973,11-000-000-001973,TD-11-2024-001973,Davao Del Norte,Island Garden City of Samal,Tagbitan-ag,"Lot 88, Purok 5, Tagbitan-ag, Island Garden City of Samal",Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,LOT-01973,N/A,291,1972818.3,0.4,789127.32,0.0146,11521.26,2021,2021-09-30,10,8,2,0,25.4,3753.05,82.75,0
3928,1743,Individual,Hazel K. Dela Cruz,843-629-901-000,"185 Quimpo Blvd, New Taokanga, Manay",Manay,Davao Oriental,1964,11-000-000-001964,TD-11-2024-001964,Davao Oriental,Manay,Cayawan,"223 Lacson St, Cayawan, Manay",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01964,N/A,137,962443.33,0.2,192488.67,0.0141,2714.09,2022,2022-09-30,10,8,2,1,47.2,1931.02,41.03,0
4394,1271,Individual,Joshua N. Malabanan,371-213-597-000,"793 Cabaguio Ave, Del Pilar, New Corella",New Corella,Davao Del Norte,2197,11-000-000-002197,TD-11-2024-002197,Davao Del Sur,City of Davao,Megkawayan,"255 J.P. Laurel Ave, Megkawayan, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02197,N/A,163,1552460.27,0.2,310492.05,0.0121,3756.95,2024,2024-06-30,19,8,3,1,56.4,2825.83,31.61,1
2749,1757,Individual,Emman I. Dela Cruz,857-671-999-000,"816 Matina Aplaya Road, Panoraon, Maco",Maco,Davao De Oro,1375,11-000-000-001375,TD-11-2024-001375,Davao Del Sur,Padada,Piape,"686 McArthur Highway, Piape, Padada",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01375,N/A,269,1579345.72,0.2,315869.14,0.0127,4011.54,2022,2022-06-30,9,8,3,1,46.3,3060.9,34.65,0
2375,1379,Company,Toril Urban Homes LLC,479-537-353-000,"45 Matina Aplaya Road, Binondo, Baganga",Baganga,Davao Oriental,1188,11-000-000-001188,TD-11-2024-001188,Davao Del Sur,City of Davao,Daliao,"321 Bajada Road, Daliao, City of Davao",Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,LOT-01188,N/A,232,2755699.52,0.45,1240064.78,0.0158,19593.02,2022,2022-09-30,6,6,4,1,72.3,15292.34,15.73,1
4535,656,Individual,Pauline Q. Manalo,756-368-292-000,"632 Torres St, New Carmen, City of Davao",City of Davao,Davao Del Sur,2268,11-000-000-002268,TD-11-2024-002268,Davao Del Sur,City of Davao,Barangay 36-D (Pob.),"213 Quimpo Blvd, Barangay 36-D (Pob.), City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02268,N/A,98,729357.05,0.2,145871.41,0.0108,1575.41,2021,2021-06-30,9,8,1,1,28.8,901.9,75.26,0
2884,1325,Company,Toril Resources Co.,425-375-975-000,"158 R. Castillo St, Magugpo South, City of Tagum",City of Tagum,Davao Del Norte,1442, 11-000-000-001442,TD-11-2024-001442,Davao De Oro,Laak,Concepcion,"310 Bonifacio St, Concepcion, Laak",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-01442,N/A,598,5340641.89,0.5,2670320.94,0.0154,41122.94,2023,2023-06-30,13,8,3,1,54.4,31288.34,38.67,1
2209,1126,Individual,Althea D. Tolentino,226-778-582-000,"961 J.P. Laurel Ave, Upper Licanan, City of Panabo",City of Panabo,Davao Del Norte,1105,11-000-000-001105,TD-11-2024-001105,Davao De Oro,Maco,Mainit,"505 Lanang Road, Mainit, Maco",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-01105,N/A,824,576457.84,0.4,230583.14,0.0128,2951.46,2022,2022-12-31,14,8,2,1,57.9,1883.15,39.95,0
3367,1821,Individual,John Paul A. Tolentino,921-863-447-000,"977 Agdao Road, Dadatan, Island Garden City of Samal",Island Garden City of Samal,Davao Del Norte,1684,11-000-000-001684,TD-11-2024-001684,Davao Del Sur,City of Davao,Mandug,"804 Agdao Road, Mandug, City of Davao",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-01684,N/A,1716,3749940.64,0.4,1499976.26,0.0129,19349.69,2021,2021-06-30,18,8,3,1,60.0,14589.8,44.35,1
2493,1983,Company,Panabo Industrial Park Enterprises,083-349-581-000,"964 Quimpo Blvd, Camalian, Jose Abad Santos",Jose Abad Santos,Davao Occidental,1247,11-000-000-001247,TD-11-2024-001247,Davao Del Sur,City of Davao,Inayangan,"740 R. Castillo St, Inayangan, City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-01247,N/A,164,2845987.17,0.5,1422993.58,0.0182,25898.48,2021,2021-03-31,8,8,5,1,89.9,24842.61,6.32,1
3081,1293,Individual,Trisha V. Rosales,393-279-751-000,"452 Diversion Road, Barangay 19-B (Pob.), City of Davao",City of Davao,Davao Del Sur,1541,11-000-000-001541,TD-11-2024-001541,Davao Del Sur,City of Davao,Waan,"Lot 54, Purok 1, Waan, City of Davao",Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,LOT-01541,N/A,231,931972.48,0.2,186394.5,0.0125,2329.93,2023,2023-03-31,18,8,2,1,53.8,1513.85,54.77,0
384,845,Company,Catalunan Township Co.,945-935-615-000,"185 Matina Aplaya Road, Langgam, Maco",Maco,Davao De Oro,192,11-000-000-000192,TD-11-2024-000192,Davao Del Sur,City of Davao,Mabuhay,"525 Lacson St, Mabuhay, City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-00192,N/A,273,3900598.66,0.5,1950299.33,0.0176,34325.27,2024,2024-03-31,12,8,1,1,36.1,15386.65,60.73,0
853,1539,Individual,Dianne E. Galang,639-017-473-000,"827 Catalunan Grande Road, Panamoren, Laak",Laak,Davao De Oro,427,11-000-000-000427,TD-11-2024-000427,Davao De Oro,Nabunturan,San Vicente,"101 Lanang Road, San Vicente, Nabunturan",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00427,N/A,213,876477.39,0.2,175295.48,0.0132,2313.9,2021,2021-03-31,1,1,1,0,35.4,574.62,50.07,0
1881,109,Individual,RICA K. PANGANIBAN,209-727-463-000,"880 Matina Aplaya Road, Dongan-Pekong, Matanao",Matanao,Davao Del Sur,941,11-000-000-000941,TD-11-2024-000941,Davao Del Norte,City of Tagum,San Isidro,"416 J.P. Laurel Ave, San Isidro, City of Tagum",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00941,N/A,225,1229444.69,0.2,245888.94,0.0124,3049.02,2021,2021-09-30,1,1,1,0,21.5,330.77,61.01,0
371,1879,Company,Lanang Prime Estates Inc.,979-037-853-000,"980 Quimpo Blvd, Barangay 1-A (Pob.), City of Davao",City of Davao,Davao Del Sur,186,11-000-000-000186,TD/11/2024/000186,Davao Oriental,Tarragona,Jovellar,"559 Lanang Road, Jovellar, Tarragona",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-00186,N/A,126,1321519.62,0.5,660759.81,0.0154,10175.7,2023,2023-06-30,3,3,1,0,26.4,2874.12,61.28,0
2651,238,Company,AgriNova Commercial Hub Corp.,338-114-366-000,"956 Lacson St, Batinao, New Bataan",New Bataan,Davao De Oro,1326,11-000-000-001326,TD-11-2024-001326,Davao Del Norte,City of Tagum,  Visayan Village ,"147 Bonifacio St, Visayan Village, City of Tagum",Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,LOT-01326,N/A,1858,23018240.29,0.5,11509120.14,0.0159,182995.01,2021,2021-12-31,17,8,4,1,64.9,131326.85,21.72,1
3440,618,Individual,Therese Z. Flores,718-254-026-000,"347 Diversion Road, Bayabas, City of Davao",City of Davao,Davao Del Sur,1720,11-000-000-001720,TD-11-2024-001720,Davao Del Norte,Santo Tomas,New Katipunan,"414 Cabaguio Ave, New Katipunan, Santo Tomas",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01720,N/A,150,894729.24,0.2,178945.85,0.0134,2397.87,2023,2023-12-31,3,4,1,1,50.9,1151.77,44.51,0
4568,1263,Company,Davao Township Inc.,363-189-541-000,"134 R. Castillo St, Barangay 15-B (Pob.), City of Davao",City of Davao,Davao Del Sur,2284,11-000-000-002284,TD-11-2024-002284,Davao Del Sur,City of Digos,Lungag,"790 Lanang Road, Lungag, City of Digos",Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,LOT-02284,N/A,114,1668128.05,0.45,750657.62,0.0139,10434.14,2024,2024-03-31,6,7,3,1,58.9,7061.84,6.53,1
1106,746,Company,Toril Holdings Partners,846-638-922-000,"261 Matina Aplaya Road, Lizada, City of Davao",City of Davao,Davao Del Sur,553,11-000-000-000553,TD-11-2024-000553,Davao Del Sur,City of Davao,  Tacunan ,"173 Cabaguio Ave, Tacunan, City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-00553,N/A,398,9175249.43,0.5,4587624.71,0.0166,76154.57,2023,2023-03-31,7,8,4,2,99.6,82169.63,5.0,1
4670,909,Company,Buhangin Industrial Park Inc.,009-127-063-000,"356 Maa Road, Paradise Embak, City of Davao",City of Davao,Davao Del Sur,2335,11-000-000-002335,TD-11-2024-002335,Davao Del Sur,City of Davao,Wines,"Unit 27D, One Oasis Davao, Wines, City of Davao",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-02335,Unit 27D,112,2330702.59,0.25,582675.65,0.012,6992.11,2022,2022-06-30,19,8,1,0,14.9,1085.39,86.77,0
2362,1878,Individual,Ramon G. Reyes,978-034-846-000,"799 Bajada Road, Bangkas Heights, City of Davao",City of Davao,Davao Del Sur,1181,11-000-000-001181,TD/11/2024/001181,Davao Del Norte,Island Garden City of Samal,Balet,"709 Bajada Road, Balet, Island Garden City of Samal",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01181,N/A,289,1300142.35,0.2,260028.47,0.0109,2834.31,2022,2022-12-31,17,8,1,1,27.4,1187.4,81.8,0
4256,1261,Company,Maa Properties Inc.,361-183-527-000,"709 Buhangin Road, Bito, Malita",Malita,Davao Occidental,2128,11-000-000-002128,TD-11-2024-002128,Davao Del Norte,City of Panabo,Kiotoy,"833 Torres St, Kiotoy, City of Panabo",Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,LOT-02128,N/A,601,8780786.27,0.5,4390393.13,0.0161,70685.33,2023,2023-12-31,6,6,2,1,49.5,36717.76,47.3,1
1337,1747,Individual,Hazel S. Soriano,847-641-929-000,"280 R. Castillo St, Paradise Embak, City of Davao",City of Davao,Davao Del Sur,669,11-000-000-000669,TD-11-2024-000669,Davao Del Sur,City of Davao,Calinan (Pob.),"Unit 13D, Camella Northpoint, Calinan (Pob.), City of Davao",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-00669,Unit 13D,84,1073796.58,0.25,268449.15,0.0133,3570.37,2022,2022-12-31,6,7,2,1,48.3,2591.02,44.63,0
2190,341,Company,Buhangin Industrial Park Enterprises,441-423-087-000,"409 Lacson St, Wangan, City of Davao",City of Davao,Davao Del Sur,1095,11-000-000-001095,TD-11-2024-001095,Davao Del Norte,City of Panabo,Datu Abdul Dadia,"Lot 174, Purok 12, Datu Abdul Dadia, City of Panabo",Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,LOT-01095,N/A,1104,8236101.77,0.4,3294440.71,0.0155,51063.83,2024,2024-12-31,20,8,1,1,30.8,32191.19,72.45,0
4851,1350,Individual,Rafael D. Dela Cruz,450-450-150-000,"180 J.P. Laurel Ave, Tacunan, City of Davao",City of Davao,Davao Del Sur,2426,11-000-000-002426,TD-11-2024-002426,Davao Del Sur,City of Davao,Tawan-tawan,"Unit 05C, Durian Heights, Tawan-tawan, City of Davao",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-02426,Unit 05C,90,1231990.43,0.25,307997.61,0.013,4003.97,2021,2021-12-31,17,8,2,1,44.2,2835.68,54.68,0
2590,1651,Company,Apo Business Center Enterprises,751-353-257-000,"722 McArthur Highway, San Miguel, Cateel",Cateel,Davao Oriental,1295,11-000-000-001295,TD-11-2024-001295,Davao De Oro,Laak,Melale,"72 Bajada Road, Melale, Laak",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-01295,N/A,262,5970896.41,0.5,2985448.21,0.014,41796.27,2024,2024-12-31,13,8,4,2,84.2,41914.81,5.78,1
3723,1868,Company,Panabo Realty Co.,968-004-776-000," 681 J.P. Laurel Ave, Bangkal, Matanao  ",Matanao,Davao Del Sur,1862,11-000-000-001862,TD-11-2024-001862,Davao Del Sur,City of Davao,Pampanga,"Unit 10A, Camella Northpoint, Pampanga, City of Davao",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-01862,Unit 10A,110,2102386.68,0.25,525596.67,0.0155,8146.75,2021,2021-12-31,3,4,2,1,42.5,4734.52,40.03,1
3617,1383,Company,Lanang Realty Co.,483-549-381-000,"545 Agdao Road, New Valencia, City of Davao",City of Davao,Davao Del Sur,1809,11-000-000-001809,TD-11-2024-001809,Davao Del Sur,City of Davao,Callawa,"426 Cabaguio Ave, Callawa, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01809,N/A,257,2396112.18,0.2,479222.44,0.0118,5654.82,2023,2023-03-31,16,8,3,1,64.5,3695.66,51.5,0
1172,1484,Individual,Alyssa G. Carreon,584-852-088-000,"603 Cabaguio Ave, Mudiang, City of Davao",City of Davao,Davao Del Sur,586,11-000-000-000586,TD-11-2024-000586,Davao Del Sur,City of Davao,Vicente Hizon Sr.,"70 J.P. Laurel Ave, Vicente Hizon Sr., City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00586,N/A,64,329722.53,0.2,65944.51,0.0132,870.47,2024,2024-09-30,18,8,2,1,39.9,462.35,40.19,0
2895,1578,Individual,Mikaela N. Aquino,678-134-746-000,"623 Maa Road, Osmeña, Sulop",Sulop,Davao Del Sur,1448,11-000-000-001448,TD-11-2024-001448,Davao De Oro,Nabunturan,Mainit,"401 Maa Road, Mainit, Nabunturan",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-01448,N/A,115,409492.44,0.2,81898.49,0.0117,958.21,2021,2021-06-30,13,8,1,1,31.9,489.58,75.23,0
1423,172,Individual,Rommel H. David,272-916-904-000,"810 Bajada Road, Wines, City of Davao",City of Davao,Davao Del Sur,712,11-000-000-000712,TD-11-2024-000712,Davao Del Norte,Island Garden City of Samal,San Isidro,"Unit 08B, Matina Enclaves, San Isidro, Island Garden City of Samal",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-00712,Unit 08B,76,1004785.32,0.25,251196.33,0.0139,3491.63,2023,2023-12-31,13,8,2,1,49.1,2419.46,51.67,0
4021,760,Individual,Jerome D. Gonzales,860-680-020-000,"541 J.P. Laurel Ave, Pampanga, City of Davao",City of Davao,Davao Del Sur,2011,11-000-000-002011,TD-11-2024-002011,Davao Del Sur,City of Davao,Barangay 40-D (Pob.),"86 Quimpo Blvd, Barangay 40-D (Pob.), City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02011,N/A,212,1145461.75,0.2,229092.35,0.0136,3115.66,2022,2022-06-30,10,8,3,1,79.3,2438.62,21.12,1
2958,256,Company,Maharlika Urban Homes Enterprises,356-168-492-000,"479 Catalunan Grande Road, Dumoy, City of Davao",City of Davao,Davao Del Sur,1479,11-000-000-001479,TD-11-2024-001479,Davao Del Sur,City of Davao,Dominga,"659 Lacson St, Dominga, City of Davao",Commercial,COM-01,Commercial Zone,Retail / Office,LOT-01479,N/A,148,4102192.29,0.5,2051096.15,0.0183,37535.06,2024,2024-12-31,17,8,1,1,35.2,15672.42,77.84,0
4393,1271,Individual,Joshua N. Malabanan,371-213-597-000,"793 Cabaguio Ave, Del Pilar, New Corella",New Corella,Davao Del Norte,2197,11-000-000-002197,TD-11-2024-002197,Davao Del Sur,City of Davao,Megkawayan,"255 J.P. Laurel Ave, Megkawayan, City of Davao",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-02197,N/A,163,1498041.93,0.2,299608.39,0.0111,3325.65,2021,2021-09-30,16,8,2,1,54.4,2180.1,36.18,0
1465,1969,Company,Matina Business Center Enterprises,069-307-483-000,"616 R. Castillo St, Gumitan, City of Davao",City of Davao,Davao Del Sur,733,11-000-000-000733,TD-11-2024-000733,Davao Del Norte,Carmen,Alejal,"Unit 17C, One Oasis Davao, Alejal, Carmen",Residential Condo,RES-02,Residential High Density,Condominium Residential,LOT-00733,Unit 17C,96,1099539.06,0.25,274884.77,0.0154,4233.23,2022,2022/12/31,2,2,1,1,35.2,1963.86,40.21,1
875,1699,Individual,Juan U. Cruz,799-497-593-000,"453 Agdao Road, Langgam, Maco",Maco,Davao De Oro,438,11-000-000-000438,TD-11-2024-000438,Davao Oriental,Cateel,Poblacion,"344 Lacson St, Poblacion, Cateel",Residential,RES-01,Residential Zone,Single Detached Housing,LOT-00438,N/A,88,471167.1,0.2,94233.42,0.0111,1045.99,2022,2022-03-31,12,8,4,2,89.6,1086.31,5.0,1
2298,1229,Individual,Clarence A. Malabanan,329-087-303-000,"420 R. Castillo St, Barangay 3-A (Pob.), City of Davao",City of Davao,Davao Del Sur,1149,11-000-000-001149,TD-11-2024-001149,Davao Del Sur,City of Davao,Datu Salumay,"888 Maa Road, Datu Salumay, City of Davao",Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,LOT-01149,N/A,867,1578969.42,0.4,631587.77,0.0104,6568.51,2023,2023-03-31,3,2,1,0,53.6,1559.75,44.33,0
